blue;d2;blue;d2
blue;d2;blue;d2
blue;eight;blue;eight
blue;eight;blue;eight
blue;five;blue;five
blue;five;blue;five
blue;five;blue;five
blue;four;blue;four
blue;four;blue;four
blue;four;blue;four
blue;nine;blue;nine
blue;nine;blue;nine
blue;nine;blue;nine
blue;one;blue;one
blue;one;blue;one
blue;one;blue;one
blue;r;blue;r
blue;r;blue;r
blue;r;blue;r
blue;seven;blue;seven
blue;seven;blue;seven
blue;seven;blue;seven
blue;six;blue;six
blue;six;blue;six
blue;six;blue;six
blue;s;blue;s
blue;s;blue;s
blue;s;blue;s
blue;three;blue;three
blue;three;blue;three
blue;three;blue;three
blue;two;blue;two
blue;two;blue;two
blue;two;blue;two
blue;zero;blue;zero
blue;zero;green;zero
blue;zero;blue;zero
wild;d4;wild;d4
wild;d4;wild;d4
wild;d4;wild;d4
green;d2;green;d2
green;d2;green;d2
green;d2;green;d2
green;eight;green;eight
green;eight;green;eight
green;eight;green;eight
green;five;green;five
green;five;green;five
green;five;green;five
green;four;green;four
green;four;green;four
green;four;green;four
green;nine;green;nine
green;nine;green;nine
green;nine;green;nine
green;one;green;one
green;one;green;one
green;one;green;one
green;r;green;r
green;r;green;r
green;r;green;r
green;seven;green;seven
green;seven;green;seven
green;seven;green;seven
green;six;green;six
green;six;green;six
green;six;green;six
green;s;green;s
green;s;green;s
green;s;green;s
green;three;green;three
green;three;green;three
green;three;green;three
green;two;green;two
green;two;green;two
green;two;green;two
green;zero;green;zero
green;zero;green;zero
green;zero;green;zero
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
background;background;background;background
red;d2;red;d2
red;d2;red;d2
red;d2;red;d2
red;eight;red;eight
red;eight;red;eight
red;eight;red;eight
red;five;red;five
red;five;green;five
red;five;red;five
red;four;red;four
red;four;red;four
red;four;red;four
red;nine;red;nine
red;nine;red;nine
red;nine;red;nine
red;one;red;one
red;one;red;one
red;one;red;one
red;r;red;r
red;r;green;r
red;r;red;r
red;seven;red;seven
red;seven;red;seven
red;seven;red;seven
red;six;red;six
red;six;red;six
red;six;red;six
red;s;red;s
red;s;red;s
red;s;red;s
red;three;red;three
red;three;green;three
red;three;red;three
red;two;red;two
red;two;green;two
red;two;red;two
red;zero;red;zero
red;zero;red;zero
red;zero;green;zero
wild;card;wild;card
wild;card;wild;card
wild;card;wild;card
wild;card;wild;card
wild;custom;wild;custom
wild;custom;wild;custom
wild;custom;wild;custom
wild;shuffle;wild;shuffle
wild;shuffle;wild;shuffle
wild;shuffle;wild;shuffle
yellow;d2;green;d2
yellow;d2;green;d2
yellow;d2;yellow;d2
yellow;eight;yellow;eight
yellow;eight;yellow;eight
yellow;eight;yellow;eight
yellow;five;yellow;five
yellow;four;yellow;four
yellow;four;yellow;four
yellow;four;yellow;four
yellow;nine;green;nine
yellow;nine;green;nine
yellow;nine;yellow;nine
yellow;one;yellow;one
yellow;one;yellow;one
yellow;one;yellow;one
yellow;r;yellow;r
yellow;r;yellow;r
yellow;r;yellow;r
yellow;seven;yellow;seven
yellow;seven;yellow;seven
yellow;seven;yellow;seven
yellow;six;yellow;six
yellow;s;green;s
yellow;s;green;s
yellow;s;yellow;s
yellow;three;yellow;three
yellow;three;yellow;three
yellow;three;yellow;three
yellow;two;green;two
yellow;two;green;two
yellow;two;yellow;two
yellow;zero;green;zero
yellow;zero;green;zero
yellow;zero;yellow;zero
